date,selected,entering,exiting,n_trades,transaction_cost,gross_return,net_return,proba_selected,adj_proba_selected,weight_per_stock
2024-10-25,GOOGL | JPM,—,—,0,0.000000,0.019630,0.019630,"{'GOOGL': np.float64(0.6), 'JPM': np.float64(0.9)}","{'GOOGL': np.float64(1.1), 'JPM': np.float64(1.4)}",0.500000
2024-11-01,GOOGL | JPM,—,—,0,0.000000,0.052097,0.052097,"{'GOOGL': np.float64(0.6), 'JPM': np.float64(0.7)}","{'GOOGL': np.float64(1.1), 'JPM': np.float64(1.2)}",0.500000
2024-11-08,GOOGL | MSFT,MSFT,JPM,2,0.001000,-0.025351,-0.026351,"{'GOOGL': np.float64(0.7), 'MSFT': np.float64(1.0)}","{'GOOGL': np.float64(1.2), 'MSFT': np.float64(1.0)}",0.500000
2024-11-15,GOOGL | JNJ,JNJ,MSFT,2,0.001000,-0.018608,-0.019608,"{'GOOGL': np.float64(0.7), 'JNJ': np.float64(1.0)}","{'GOOGL': np.float64(1.2), 'JNJ': np.float64(1.0)}",0.500000
2024-11-22,AAPL | GOOGL,AAPL,JNJ,2,0.001000,0.028942,0.027942,"{'AAPL': np.float64(1.0), 'GOOGL': np.float64(0.5)}","{'AAPL': np.float64(1.0), 'GOOGL': np.float64(1.0)}",0.500000
2024-11-29,AAPL | BRK-B,BRK-B,GOOGL,2,0.001000,-0.001352,-0.002352,"{'AAPL': np.float64(0.75), 'BRK-B': np.float64(1.0)}","{'AAPL': np.float64(1.25), 'BRK-B': np.float64(1.0)}",0.500000
2024-12-06,AAPL | BRK-B,—,—,0,0.000000,-0.002498,-0.002498,"{'AAPL': np.float64(0.7), 'BRK-B': np.float64(0.85)}","{'AAPL': np.float64(1.2), 'BRK-B': np.float64(1.35)}",0.500000
2024-12-13,BRK-B | MSFT,MSFT,AAPL,2,0.001000,-0.017060,-0.018060,"{'BRK-B': np.float64(1.0), 'MSFT': np.float64(0.9)}","{'BRK-B': np.float64(1.5), 'MSFT': np.float64(0.9)}",0.500000
2024-12-20,BRK-B | JNJ,JNJ,MSFT,2,0.001000,0.005659,0.004659,"{'BRK-B': np.float64(0.8), 'JNJ': np.float64(1.0)}","{'BRK-B': np.float64(1.3), 'JNJ': np.float64(1.0)}",0.500000
2024-12-27,BRK-B | JNJ,—,—,0,0.000000,-0.006196,-0.006196,"{'BRK-B': np.float64(0.6), 'JNJ': np.float64(1.0)}","{'BRK-B': np.float64(1.1), 'JNJ': np.float64(1.5)}",0.500000
2025-01-03,BRK-B | JNJ,—,—,0,0.000000,-0.019402,-0.019402,"{'BRK-B': np.float64(0.7), 'JNJ': np.float64(0.8)}","{'BRK-B': np.float64(1.2), 'JNJ': np.float64(1.3)}",0.500000
2025-01-10,BRK-B | JNJ,—,—,0,0.000000,0.046059,0.046059,"{'BRK-B': np.float64(0.65), 'JNJ': np.float64(0.8)}","{'BRK-B': np.float64(1.15), 'JNJ': np.float64(1.3)}",0.500000
2025-01-17,BRK-B | JNJ,—,—,0,0.000000,-0.005800,-0.005800,"{'BRK-B': np.float64(0.5), 'JNJ': np.float64(0.8)}","{'BRK-B': np.float64(1.0), 'JNJ': np.float64(1.3)}",0.500000
2025-01-24,BRK-B | JNJ,—,—,0,0.000000,0.024067,0.024067,"{'BRK-B': np.float64(0.6), 'JNJ': np.float64(0.9)}","{'BRK-B': np.float64(1.1), 'JNJ': np.float64(1.4)}",0.500000
2025-01-31,BRK-B | JNJ,—,—,0,0.000000,0.007530,0.007530,"{'BRK-B': np.float64(1.0), 'JNJ': np.float64(0.7)}","{'BRK-B': np.float64(1.5), 'JNJ': np.float64(1.2)}",0.500000
2025-02-07,AMZN | BRK-B,AMZN,JNJ,2,0.001000,0.006219,0.005219,"{'AMZN': np.float64(1.0), 'BRK-B': np.float64(0.4)}","{'AMZN': np.float64(1.0), 'BRK-B': np.float64(0.9)}",0.500000
2025-02-14,BRK-B | TSLA,TSLA,AMZN,2,0.001000,-0.026235,-0.027235,"{'BRK-B': np.float64(0.6), 'TSLA': np.float64(1.0)}","{'BRK-B': np.float64(1.1), 'TSLA': np.float64(1.0)}",0.500000
2025-02-21,BRK-B | TSLA,—,—,0,0.000000,-0.029693,-0.029693,"{'BRK-B': np.float64(0.5), 'TSLA': np.float64(0.7)}","{'BRK-B': np.float64(1.0), 'TSLA': np.float64(1.2)}",0.500000
2025-02-28,BRK-B | TSLA,—,—,0,0.000000,-0.069447,-0.069447,"{'BRK-B': np.float64(0.4), 'TSLA': np.float64(1.0)}","{'BRK-B': np.float64(0.9), 'TSLA': np.float64(1.5)}",0.500000
2025-03-07,GOOGL | TSLA,GOOGL,BRK-B,2,0.001000,-0.047679,-0.048679,"{'GOOGL': np.float64(0.85), 'TSLA': np.float64(1.0)}","{'GOOGL': np.float64(0.85), 'TSLA': np.float64(1.5)}",0.500000
2025-03-14,GOOGL | V,V,TSLA,2,0.001000,0.001285,0.000285,"{'GOOGL': np.float64(0.4), 'V': np.float64(1.0)}","{'GOOGL': np.float64(0.9), 'V': np.float64(1.0)}",0.500000
2025-03-21,AMZN | GOOGL,AMZN,V,2,0.001000,-0.038347,-0.039347,"{'AMZN': np.float64(0.9), 'GOOGL': np.float64(1.0)}","{'AMZN': np.float64(0.9), 'GOOGL': np.float64(1.5)}",0.500000
2025-03-28,AMZN | GOOGL,—,—,0,0.000000,-0.084635,-0.084635,"{'AMZN': np.float64(0.8), 'GOOGL': np.float64(0.7)}","{'AMZN': np.float64(1.3), 'GOOGL': np.float64(1.2)}",0.500000
2025-04-04,BRK-B | V,BRK-B | V,AMZN | GOOGL,4,0.002000,0.063337,0.061337,"{'BRK-B': np.float64(0.95), 'V': np.float64(0.95)}","{'BRK-B': np.float64(0.95), 'V': np.float64(0.95)}",0.500000
2025-04-11,TSLA | V,TSLA,BRK-B,2,0.001000,-0.027364,-0.028364,"{'TSLA': np.float64(0.9), 'V': np.float64(1.0)}","{'TSLA': np.float64(0.9), 'V': np.float64(1.5)}",0.500000
2025-04-18,GOOGL | TSLA,GOOGL,V,2,0.001000,0.126000,0.125000,"{'GOOGL': np.float64(0.95), 'TSLA': np.float64(0.6)}","{'GOOGL': np.float64(0.95), 'TSLA': np.float64(1.1)}",0.500000
2025-04-25,GOOGL | JPM,JPM,TSLA,2,0.001000,0.024785,0.023785,"{'GOOGL': np.float64(0.75), 'JPM': np.float64(1.0)}","{'GOOGL': np.float64(1.25), 'JPM': np.float64(1.0)}",0.500000
2025-05-02,GOOGL | JPM,—,—,0,0.000000,-0.033255,-0.033255,"{'GOOGL': np.float64(0.6), 'JPM': np.float64(0.9)}","{'GOOGL': np.float64(1.1), 'JPM': np.float64(1.4)}",0.500000
2025-05-09,JPM | MSFT,MSFT,GOOGL,2,0.001000,0.047268,0.046268,"{'JPM': np.float64(0.4), 'MSFT': np.float64(1.0)}","{'JPM': np.float64(0.9), 'MSFT': np.float64(1.0)}",0.500000
2025-05-16,BRK-B | MSFT,BRK-B,JPM,2,0.001000,-0.015050,-0.016050,"{'BRK-B': np.float64(1.0), 'MSFT': np.float64(0.65)}","{'BRK-B': np.float64(1.0), 'MSFT': np.float64(1.15)}",0.500000
2025-05-23,MSFT | TSLA,TSLA,BRK-B,2,0.001000,0.021798,0.020798,"{'MSFT': np.float64(1.0), 'TSLA': np.float64(0.9)}","{'MSFT': np.float64(1.5), 'TSLA': np.float64(0.9)}",0.500000
2025-05-30,META | TSLA,META,MSFT,2,0.001000,-0.035283,-0.036283,"{'META': np.float64(0.9), 'TSLA': np.float64(1.0)}","{'META': np.float64(0.9), 'TSLA': np.float64(1.5)}",0.500000
