date,selected,entering,exiting,n_trades,transaction_cost,gross_return,net_return,proba_selected,adj_proba_selected,weight_per_stock
2025-09-26,BRK-B | JNJ,BRK-B | JNJ,JPM | MSFT,4,0.002000,0.023566,0.021566,"{'BRK-B': np.float32(0.9), 'JNJ': np.float32(1.0)}","{'BRK-B': np.float32(0.9), 'JNJ': np.float32(1.0)}",0.500000
2025-10-03,BRK-B | V,V,JNJ,2,0.001000,-0.018491,-0.019491,"{'BRK-B': np.float32(1.0), 'V': np.float32(0.9)}","{'BRK-B': np.float32(1.04), 'V': np.float32(0.9)}",0.500000
2025-10-10,GOOGL | JPM,GOOGL | JPM,BRK-B | V,4,0.002000,0.029826,0.027826,"{'GOOGL': np.float32(1.0), 'JPM': np.float32(0.9)}","{'GOOGL': np.float32(1.0), 'JPM': np.float32(0.9)}",0.500000
2025-10-17,BRK-B | META,BRK-B | META,GOOGL | JPM,4,0.002000,0.014628,0.012628,"{'BRK-B': np.float32(0.9), 'META': np.float32(1.0)}","{'BRK-B': np.float32(0.9), 'META': np.float32(1.0)}",0.500000
2025-10-24,BRK-B | GOOGL,GOOGL,META,2,0.001000,0.026123,0.025123,"{'BRK-B': np.float32(0.9), 'GOOGL': np.float32(1.0)}","{'BRK-B': np.float32(0.94), 'GOOGL': np.float32(1.0)}",0.500000
2025-10-31,AMZN | TSLA,AMZN | TSLA,BRK-B | GOOGL,4,0.002000,-0.029224,-0.031224,"{'AMZN': np.float32(0.9), 'TSLA': np.float32(1.0)}","{'AMZN': np.float32(0.9), 'TSLA': np.float32(1.0)}",0.500000
2025-11-07,AMZN | TSLA,—,—,0,0.000000,-0.049185,-0.049185,"{'AMZN': np.float32(1.0), 'TSLA': np.float32(0.9)}","{'AMZN': np.float32(1.04), 'TSLA': np.float32(0.94)}",0.500000
2025-11-14,AAPL | AMZN,AAPL,TSLA,2,0.001000,-0.031515,-0.032515,"{'AAPL': np.float32(0.9), 'AMZN': np.float32(1.0)}","{'AAPL': np.float32(0.9), 'AMZN': np.float32(1.04)}",0.500000
2025-11-21,AAPL | TSLA,TSLA,AMZN,2,0.001000,0.063518,0.062518,"{'AAPL': np.float32(1.0), 'TSLA': np.float32(0.9)}","{'AAPL': np.float32(1.04), 'TSLA': np.float32(0.9)}",0.500000
2025-11-28,JPM | V,JPM | V,AAPL | TSLA,4,0.002000,-0.001654,-0.003654,"{'JPM': np.float32(0.9), 'V': np.float32(1.0)}","{'JPM': np.float32(0.9), 'V': np.float32(1.0)}",0.500000
2025-12-05,GOOGL | TSLA,GOOGL | TSLA,JPM | V,4,0.002000,-0.013978,-0.015978,"{'GOOGL': np.float32(0.9), 'TSLA': np.float32(1.0)}","{'GOOGL': np.float32(0.9), 'TSLA': np.float32(1.0)}",0.500000
2025-12-12,BRK-B | TSLA,BRK-B,GOOGL,2,0.001000,0.019234,0.018234,"{'BRK-B': np.float32(0.9), 'TSLA': np.float32(1.0)}","{'BRK-B': np.float32(0.9), 'TSLA': np.float32(1.04)}",0.500000
2025-12-19,AMZN | TSLA,AMZN,BRK-B,2,0.001000,0.005125,0.004125,"{'AMZN': np.float32(0.9), 'TSLA': np.float32(1.0)}","{'AMZN': np.float32(0.9), 'TSLA': np.float32(1.04)}",0.500000
2025-12-26,BRK-B | V,BRK-B | V,AMZN | TSLA,4,0.002000,0.003485,0.001485,"{'BRK-B': np.float32(1.0), 'V': np.float32(0.9)}","{'BRK-B': np.float32(1.0), 'V': np.float32(0.9)}",0.500000
2026-01-02,AMZN | JPM,AMZN | JPM,BRK-B | V,4,0.002000,0.000000,-0.002000,"{'AMZN': np.float32(1.0), 'JPM': np.float32(0.9)}","{'AMZN': np.float32(1.0), 'JPM': np.float32(0.9)}",0.500000
